,Unnamed: 0,time,Dishwasher,Home office,Fridge,Wine cellar,Garage door,Barn,Well,Microwave,Living room,temperature,humidity,visibility,apparentTemperature,pressure,windSpeed,cloudCover,windBearing,precipIntensity,dewPoint,precipProbability,Furnace,Kitchen,year,month,day,weekday,weekofyear,hour,minute,timing,use_HO,gen_Sol,Car charger [kW],Water heater [kW],Air conditioning [kW],Home Theater [kW],Outdoor lights [kW],microwave [kW],Laundry [kW],Pool Pump [kW]
154,154,2016-01-01 07:34:00,5e-05,0.0431,0.125266667,0.007283333,0.01355,0.03195,0.001016667,0.004266667,0.001616667,35.4,0.61,10.0,28.87,1015.98,8.2,0.75,281.0,0.0,23.39,0.0,0.5786833339999999,0.0007,2016,1,1,Friday,53,7,34,Morning,1.034183333,0.00345,1.0719639646945778,0.1291926971158613,0.0134622170377917,0.0125423482101591,0.0551999999999998,2.5122521115395946,0.028552553731523,0.0981273891185949
155,155,2016-01-01 07:35:00,0.000133333,0.043083333,0.124916667,0.007416667,0.013666667,0.031783333,0.001,0.00425,0.001433333,35.4,0.61,10.0,28.87,1015.98,8.2,0.75,281.0,0.0,23.39,0.0,0.76185,0.0008167,2016,1,1,Friday,53,7,35,Morning,1.252466667,0.0034,1.0793871808976525,0.1283787061233892,0.014103746505294,0.0124786304284005,0.0547999999999998,1.2250344021828703,0.0264752258123735,0.0981474388207674
156,156,2016-01-01 07:36:00,6.67e-05,0.042833333,0.124566667,0.0074,0.013683333,0.031916667,0.001,0.00425,0.001583333,35.4,0.61,10.0,28.87,1015.98,8.2,0.75,281.0,0.0,23.39,0.0,0.7333666670000001,0.000766667,2016,1,1,Friday,53,7,36,Morning,1.217616667,0.00345,1.0858381338605665,0.1281442563478722,0.0141734270282298,0.012065546005847,0.0547999999999998,1.269815953163933,0.0264224103721534,0.0981813043405347
157,157,2016-01-01 07:37:00,5e-05,0.0428,0.124183333,0.007383333,0.013566667,0.0317,0.001,0.004266667,0.00165,35.4,0.61,10.0,28.87,1015.98,8.2,0.75,281.0,0.0,23.39,0.0,0.6509,0.0007166329999999,2016,1,1,Friday,53,7,37,Morning,1.1169,0.00345,1.086753002635257,0.1321592721575011,0.0141449432044094,0.0120793870976912,0.0551999999999998,1.2244870960651617,0.0263991908274019,0.099635005154435
158,158,2016-01-01 07:38:00,1.67e-05,0.043166667,0.123983333,0.007183333,0.013383333,0.03185,0.001,0.004283333,0.001716667,35.4,0.61,10.0,28.87,1015.98,8.2,0.75,281.0,0.0,23.39,0.0,0.411216667,0.0006167,2016,1,1,Friday,53,7,38,Morning,0.8278,0.003466667,1.0943941382015216,0.1283052721225369,0.0141308647996183,0.0119336925716904,0.0551999999999998,1.1929144216859957,0.0264921808943228,0.0997623833772554
159,159,2016-01-01 07:39:00,3.33e-05,0.043433333,0.123466667,0.006983333,0.01305,0.031883333,0.001016667,0.004283333,0.001766667,35.4,0.61,10.0,28.87,1015.98,8.2,0.75,281.0,0.0,23.39,0.0,0.270916667,0.0005167,2016,1,1,Friday,53,7,39,Morning,0.626066667,0.003433333,1.100540647904337,0.1321663980849077,0.0135450294940523,0.0120544286486311,0.0555999999999998,1.215139582549884,0.0266335152248724,0.0995985491209312
160,160,2016-01-01 07:40:00,3.33e-05,0.043333333,0.123266667,0.007033333,0.013033333,0.031916667,0.001,0.004283333,0.001666667,35.4,0.61,10.0,28.87,1015.98,8.2,0.75,281.0,0.0,23.39,0.0,0.270333334,0.000516733,2016,1,1,Friday,53,7,40,Morning,0.625016667,0.003416667,1.1021299221899583,0.1361473431788484,0.0138067417895386,0.0120114365563934,0.0559999999999998,1.172808390960826,0.0283767838226533,0.1011694329193743
161,161,2016-01-01 07:41:00,3.33e-05,0.043366667,0.122966667,0.006933333,0.013016667,0.031816667,0.001016667,0.004283333,0.001633333,35.4,0.61,10.0,28.87,1015.98,8.2,0.75,281.0,0.0,23.39,0.0,0.2702,0.0005167,2016,1,1,Friday,53,7,41,Morning,0.6246,0.00345,1.1090794445805607,0.1367903884020394,0.0136476315466391,0.0119507111385917,0.0563999999999998,1.168234700243852,0.0285780388728199,0.0996302605635875
162,162,2016-01-01 07:42:00,1.67e-05,0.043316667,0.122683333,0.007033333,0.013033333,0.03185,0.001,0.004283333,0.00165,35.4,0.61,10.0,28.87,1015.98,8.2,0.75,281.0,0.0,23.39,0.0,0.270033333,0.0004833669999999,2016,1,1,Friday,53,7,42,Morning,0.624066667,0.003433333,1.1164189999069627,0.1403973450883087,0.0132669312620556,0.0120677409658934,0.0567999999999998,1.2147694375055884,0.0283446200602216,0.099694195443285
163,163,2016-01-01 07:43:00,3.33e-05,0.043316667,0.122516667,0.00705,0.01305,0.031833333,0.001,0.004283333,0.00165,35.4,0.61,10.0,28.87,1015.98,8.2,0.75,281.0,0.0,23.39,0.0,0.270183334,0.000483333,2016,1,1,Friday,53,7,43,Morning,0.6243,0.00345,1.1245512374044082,0.144783265465967,0.0146189417200295,0.0119719902705029,0.0571999999999998,1.272072237943858,0.0288289194800071,0.1014789282551093
164,164,2016-01-01 07:44:00,3.33e-05,0.043316667,0.122316667,0.006983333,0.013016667,0.031816667,0.001,0.004283333,0.00165,35.4,0.61,10.0,28.87,1015.98,8.2,0.75,281.0,0.0,23.39,0.0,0.270583334,0.0004833669999999,2016,1,1,Friday,53,7,44,Morning,0.624483333,0.00345,1.1309455538508226,0.1366314989400848,0.0142814400335539,0.011927450293411,0.0575999999999998,2.452269902328483,0.0285290324921391,0.1012041560878828
165,165,2016-01-01 07:45:00,3.33e-05,0.043366667,0.1221,0.007,0.013016667,0.031833333,0.001,0.004283333,0.00165,35.4,0.61,10.0,28.87,1015.98,8.2,0.75,281.0,0.0,23.39,0.0,0.272116666,0.000500033,2016,1,1,Friday,53,7,45,Morning,0.625983333,0.003433333,1.138978355401005,0.1406325942301618,0.0140187090581701,0.0119662501082554,0.0579999999999998,2.4242420295959133,0.0285434118717792,0.1012130269057691
166,166,2016-01-01 07:46:00,1.67e-05,0.0433,0.121933333,0.007033333,0.013083333,0.03185,0.001016667,0.004283333,0.00165,35.4,0.61,10.0,28.87,1015.98,8.2,0.75,281.0,0.0,23.39,0.0,0.2929,0.000466667,2016,1,1,Friday,53,7,46,Morning,0.650616667,0.003433333,1.1388477780323814,0.1406130542032141,0.0142396480939984,0.0125507188540968,0.0589999999999998,1.2530640428178943,0.030796062690632,0.1011114969945902
167,167,2016-01-01 07:47:00,1.67e-05,0.043283333,0.121733333,0.007083333,0.0132,0.0318,0.001,0.0043,0.00165,35.4,0.61,10.0,28.87,1015.98,8.2,0.75,281.0,0.0,23.39,0.0,0.3468833329999999,0.000533367,2016,1,1,Friday,53,7,47,Morning,0.72445,0.003466667,1.1457152074113746,0.1282337852437892,0.0146632730141428,0.012506669213962,0.0579999999999998,1.206646579807977,0.0309867912767377,0.1013220650727618
168,168,2016-01-01 07:48:00,1.67e-05,0.043216667,0.121616667,0.0073,0.01345,0.031883333,0.001,0.004283333,0.001516667,35.4,0.61,10.0,28.87,1015.98,8.2,0.75,281.0,0.0,23.39,0.0,0.389533334,0.0006167,2016,1,1,Friday,53,7,48,Morning,0.8065,0.003433333,1.1549171012875283,0.1203345192744193,0.013943850908474,0.0125011947217653,0.0583999999999998,1.1217149102123296,0.0305207130733561,0.1025917927269487
169,169,2016-01-01 07:49:00,8.33e-05,0.042883333,0.075466667,0.007533333,0.013716667,0.031666667,0.001016667,0.004266667,0.001633333,35.4,0.61,10.0,28.87,1015.98,8.2,0.75,281.0,0.0,23.39,0.0,0.7612500000000001,0.000866667,2016,1,1,Friday,53,7,49,Morning,1.191433333,0.003433333,1.159669748299312,0.1241588327168417,0.0136251697290623,0.0114343282183171,0.0583999999999998,1.214697536773254,0.0305999968298656,0.1042717702561736
170,170,2016-01-01 07:50:00,6.67e-05,0.0429,0.00545,0.007566667,0.0137,0.031766667,0.001,0.004266667,0.001716667,35.4,0.61,10.0,28.87,1015.98,8.2,0.75,281.0,0.0,23.39,0.0,0.7588499999999999,0.0009832999999999,2016,1,1,Friday,53,7,50,Morning,1.102633333,0.003433333,1.16893142790556,0.1200732921352835,0.0144525579640599,0.0120005958420469,0.0587999999999998,1.1229758082491244,0.0306180652754931,0.1057015198065005
171,171,2016-01-01 07:51:00,0.0001,0.043183333,0.005433333,0.00755,0.013666667,0.031616667,0.001,0.004266667,0.00155,35.4,0.61,10.0,28.87,1015.98,8.2,0.75,281.0,0.0,23.39,0.0,0.755333333,0.000983333,2016,1,1,Friday,53,7,51,Morning,1.09835,0.0034,1.175917681678293,0.1245311804303672,0.0136458138913271,0.0114533248512844,0.0591999999999998,1.1669255787071109,0.0307807989036306,0.1056725625670545
172,172,2016-01-01 07:52:00,0.000133333,0.043283333,0.005416667,0.007416667,0.0136,0.031533333,0.001,0.004216667,0.001316667,35.4,0.61,10.0,28.87,1015.98,8.2,0.75,281.0,0.0,23.39,0.0,0.726,0.000983366,2016,1,1,Friday,53,7,52,Morning,1.062483333,0.003416667,1.17548028336107,0.1201258709802177,0.0139434762456586,0.0115456866442055,0.0591999999999998,1.3424399215086698,0.0284400696392936,0.1058147882675658
173,173,2016-01-01 07:53:00,0.0001,0.043183333,0.005366667,0.0074,0.01355,0.0317,0.001,0.00425,0.00145,35.4,0.61,10.0,28.87,1015.98,8.2,0.75,281.0,0.0,23.39,0.0,0.6466500000000001,0.000950033,2016,1,1,Friday,53,7,53,Morning,0.964983333,0.003416667,1.1838156440196104,0.1242501616676418,0.0132729442978869,0.0114547023489526,0.0595999999999998,1.2975534424297772,0.0283948992936853,0.1056441292754869
174,174,2016-01-01 07:54:00,1.67e-05,0.043133333,0.005283333,0.00725,0.013383333,0.031766667,0.001,0.004283333,0.001516667,35.25,0.64,10.0,30.51,1016.07,5.47,0.75,265.0,0.0,24.18,0.0,0.389866666,0.000800033,2016,1,1,Friday,53,7,54,Morning,0.660283333,0.003416667,1.1907793587947275,0.1247481754450588,0.0143044950106821,0.0119622726399794,0.0595999999999998,1.1663057035821496,0.0287375703060162,0.1057262121487754
175,175,2016-01-01 07:55:00,0.0,0.043633333,0.005116667,0.007133333,0.013233333,0.031816667,0.001,0.004283333,0.001516667,35.25,0.64,10.0,30.51,1016.07,5.47,0.75,265.0,0.0,24.18,0.0,0.133933333,0.000816633,2016,1,1,Friday,53,7,55,Morning,0.35565,0.00345,1.1975038345333249,0.1280752240864128,0.0138109350685862,0.0119544542634073,0.0599999999999998,1.216254014499387,0.0291188152400405,0.1058121440992626
176,176,2016-01-01 07:56:00,1.67e-05,0.043416667,0.00515,0.007116667,0.013166667,0.031866667,0.001016667,0.004283333,0.001633333,35.25,0.64,10.0,30.51,1016.07,5.47,0.75,265.0,0.0,24.18,0.0,0.1347333339999999,0.000766733,2016,1,1,Friday,53,7,56,Morning,0.356166667,0.003433333,1.2039965002095565,0.1327438438235221,0.0143197979176751,0.0120503398939273,0.0599999999999998,1.2136015854912232,0.0309175434123431,0.1026672824087256
177,177,2016-01-01 07:57:00,0.0,0.04335,0.005516667,0.007133333,0.013183333,0.031833333,0.001,0.004266667,0.001683333,35.25,0.64,10.0,30.51,1016.07,5.47,0.75,265.0,0.0,24.18,0.0,0.133833334,0.000750033,2016,1,1,Friday,53,7,57,Morning,0.355433333,0.00345,1.2136375338320806,0.1287822486560685,0.0138771750364432,0.0120551732413226,0.0603999999999998,1.1400939322639003,0.0265340030406675,0.104198149415881
178,178,2016-01-01 07:58:00,1.67e-05,0.04335,0.005133333,0.007116667,0.013166667,0.031883333,0.001033333,0.004283333,0.001666667,35.25,0.64,10.0,30.51,1016.07,5.47,0.75,265.0,0.0,24.18,0.0,0.13295,0.000750033,2016,1,1,Friday,53,7,58,Morning,0.353833333,0.003433333,1.2117159857367008,0.133251661935405,0.0134890823588596,0.0120641230246637,0.0607999999999998,1.180796257858033,0.0286062062611459,0.1058318251392765
179,179,2016-01-01 07:59:00,0.0,0.05465,0.005133333,0.007216667,0.013183333,0.031833333,0.001,0.0043,0.0017,35.25,0.64,10.0,30.51,1016.07,5.47,0.75,265.0,0.0,24.18,0.0,0.134316666,0.000783333,2016,1,1,Friday,53,7,59,Morning,0.366983333,0.00345,1.2125069359416338,0.132354543484266,0.0141137567674035,0.0120699551430645,0.0611999999999998,2.390283626824288,0.0285768801717944,0.1057681368262252
180,180,2016-01-01 08:00:00,0.0,0.070416667,0.0051,0.007166667,0.01315,0.031783333,0.001016667,0.004266667,0.00165,35.25,0.64,10.0,30.51,1016.07,5.47,0.75,265.0,0.0,24.18,0.0,0.132933333,0.000799933,2016,1,1,Friday,53,8,0,Morning,0.380316667,0.003433333,1.2195833391263893,0.1325532701764742,0.0143347768864033,0.0120378485924401,0.0615999999999998,2.43838993317074,0.0283017300541643,0.1088042260358752
181,181,2016-01-01 08:01:00,1.67e-05,0.0693,0.0051,0.00725,0.013233333,0.031783333,0.001,0.004283333,0.001566667,35.25,0.64,10.0,30.51,1016.07,5.47,0.75,265.0,0.0,24.18,0.0,0.134833333,0.000799967,2016,1,1,Friday,53,8,1,Morning,0.381716667,0.00345,1.2281662767925916,0.1327415830577976,0.0133906010021237,0.0119342940967695,0.0619999999999998,1.2307959757199989,0.0285693765946892,0.1085957124964045
182,182,2016-01-01 08:02:00,1.67e-05,0.072466667,0.0055,0.00705,0.013233333,0.03185,0.001016667,0.0043,0.001583333,35.25,0.64,10.0,30.51,1016.07,5.47,0.75,265.0,0.0,24.18,0.0,0.1345,0.000766667,2016,1,1,Friday,53,8,2,Morning,0.385166667,0.00345,1.226576268826889,0.1365909503584682,0.013718559296954,0.0125753223926099,0.0623999999999998,0.013623143001235,0.026244643961746,0.1104019601840397
183,183,2016-01-01 08:03:00,0.0,0.094916667,0.005116667,0.0071,0.01325,0.031883333,0.001016667,0.0043,0.00165,35.25,0.64,10.0,30.51,1016.07,5.47,0.75,265.0,0.0,24.18,0.0,0.1546333329999999,0.0008,2016,1,1,Friday,53,8,3,Morning,0.43125,0.003433333,1.234760694255756,0.1362298933749717,0.0139533529474555,0.0125375187522735,0.0627999999999998,0.0,0.0262808356863172,0.1117105528854534
184,184,2016-01-01 08:04:00,0.0,0.089766667,0.005166667,0.007133333,0.0133,0.03185,0.001,0.004283333,0.00165,35.25,0.64,10.0,30.51,1016.07,5.47,0.75,265.0,0.0,24.18,0.0,0.243316667,0.0007833,2016,1,1,Friday,53,8,4,Morning,0.532833333,0.003433333,1.2421586414211512,0.1325064939307754,0.0141293489194992,0.0129996811928647,0.0627999999999998,0.0552656025217571,0.0263702437782517,0.1117064076289288
185,185,2016-01-01 08:05:00,1.67e-05,0.086933333,0.005216667,0.00725,0.013433333,0.031766667,0.001,0.004283333,0.001583333,35.25,0.64,10.0,30.51,1016.07,5.47,0.75,265.0,0.0,24.18,0.0,0.391333334,0.000799967,2016,1,1,Friday,53,8,5,Morning,0.707933333,0.003433333,1.2495370647291766,0.1363955583908922,0.0131114131100475,0.0130942171249082,0.0627999999999998,0.0004527871278786,0.0285991620985934,0.1133051742118932
186,186,2016-01-01 08:06:00,6.67e-05,0.085066667,0.005416667,0.007466667,0.013716667,0.03175,0.001,0.004266667,0.0016,35.25,0.64,10.0,30.51,1016.07,5.47,0.75,265.0,0.0,24.18,0.0,0.7598,0.000866666,2016,1,1,Friday,53,8,6,Morning,1.146783333,0.0034,1.2571394307396917,0.1362945408697166,0.0136512342127567,0.0129920076560963,0.0641999999999998,0.0,0.0284404477957284,0.1101431257752666
187,187,2016-01-01 08:07:00,8.33e-05,0.0846,0.005816667,0.007433333,0.013683333,0.031716667,0.001,0.004266667,0.001616667,35.25,0.64,10.0,30.51,1016.07,5.47,0.75,265.0,0.0,24.18,0.0,0.759766667,0.0009167,2016,1,1,Friday,53,8,7,Morning,1.146333333,0.003433333,1.2635639719533764,0.1404640469955509,0.0139065065461899,0.0125469621867439,0.0635999999999998,1.2109305058015305,0.0286513381472048,0.111644506299036
188,188,2016-01-01 08:08:00,6.67e-05,0.080116667,0.005416667,0.007433333,0.013633333,0.031716667,0.001,0.004233333,0.001616667,35.25,0.64,10.0,30.51,1016.07,5.47,0.75,265.0,0.0,24.18,0.0,0.76015,0.0009167,2016,1,1,Friday,53,8,8,Morning,1.140816667,0.0034,1.2721458668920709,0.1403042149250129,0.0135095769488782,0.0125752278473184,0.0639999999999998,1.2361630851228291,0.0286200844165142,0.1132820471210475
189,189,2016-01-01 08:09:00,6.67e-05,0.079033333,0.005383333,0.0074,0.013683333,0.031716667,0.001,0.004266667,0.001683333,35.25,0.64,10.0,30.51,1016.07,5.47,0.75,265.0,0.0,24.18,0.0,0.73145,0.0009167,2016,1,1,Friday,53,8,9,Morning,1.104866667,0.003433333,1.2723775900580865,0.1440598956530203,0.0138585968942162,0.0124448561754538,0.0643999999999998,1.1854059593683008,0.0284979130015476,0.1147176977969175
190,190,2016-01-01 08:10:00,5e-05,0.075966667,0.005366667,0.007366667,0.0136,0.031583333,0.001,0.004266667,0.001733333,35.25,0.64,10.0,30.51,1016.07,5.47,0.75,265.0,0.0,24.18,0.0,0.651583333,0.000916667,2016,1,1,Friday,53,8,10,Morning,1.004516667,0.003416667,1.2721035272075334,0.1487767443103216,0.0143867100094522,0.0125871642354135,0.0653999999999998,0.1153200187250486,0.0286457362351402,0.1165020427995443
191,191,2016-01-01 08:11:00,1.67e-05,0.078616667,0.005266667,0.0073,0.013433333,0.03175,0.00105,0.004283333,0.0016,35.25,0.64,10.0,30.51,1016.07,5.47,0.75,265.0,0.0,24.18,0.0,0.391833334,0.0007833,2016,1,1,Friday,53,8,11,Morning,0.69745,0.003433333,1.2706230808043977,0.1361015681966993,0.0134906396843396,0.0124686139215952,0.0657999999999998,0.0,0.0307662101145845,0.1175359151402112
192,192,2016-01-01 08:12:00,0.0,0.076833333,0.0055,0.007183333,0.013233333,0.03185,0.001,0.0043,0.001683333,35.25,0.64,10.0,30.51,1016.07,5.47,0.75,265.0,0.0,24.18,0.0,0.144016667,0.0007834,2016,1,1,Friday,53,8,12,Morning,0.400966667,0.00345,1.2794359307203902,0.1362390519475354,0.0140370990060933,0.0120700796700678,0.0651999999999998,0.0,0.0264308550586484,0.1178237932681977
193,193,2016-01-01 08:13:00,1.67e-05,0.079666667,0.005133333,0.007066667,0.013233333,0.031816667,0.001016667,0.0043,0.001616667,35.25,0.64,10.0,30.51,1016.07,5.47,0.75,265.0,0.0,24.18,0.0,0.137116667,0.0008334,2016,1,1,Friday,53,8,13,Morning,0.394983333,0.003466667,1.2783484123800626,0.1281031137890096,0.0144277862555254,0.0120383706995935,0.0655999999999998,0.0,0.0268302149359576,0.1191903078485519
194,194,2016-01-01 08:14:00,1.67e-05,0.071583333,0.146083333,0.007083333,0.013216667,0.031833333,0.001016667,0.004283333,0.001416667,35.25,0.64,10.0,30.51,1016.07,5.47,0.75,265.0,0.0,24.18,0.0,0.15405,0.000500033,2016,1,1,Friday,53,8,14,Morning,0.578283333,0.003416667,1.2865337808282924,0.1320882277871217,0.013452433207908,0.0124065477511417,0.0659999999999998,0.0383847841030299,0.028453156056972,0.1206792602856324
195,195,2016-01-01 08:15:00,0.0,0.078066667,0.170833333,0.00705,0.013083333,0.03175,0.001,0.004266667,0.001683333,35.25,0.64,10.0,30.51,1016.07,5.47,0.75,265.0,0.0,24.18,0.0,0.1624833339999999,0.000416633,2016,1,1,Friday,53,8,15,Morning,0.6243,0.003433333,1.2935206418625418,0.1372901627344311,0.0132449451646078,0.0124639446975281,0.0673999999999998,0.0904966763295425,0.0282773510172182,0.1221477776082078
196,196,2016-01-01 08:16:00,0.00025,0.074833333,0.089666667,0.006816667,0.01275,0.031783333,0.001033333,0.004283333,0.00145,35.25,0.64,10.0,30.51,1016.07,5.47,0.75,265.0,0.0,24.18,0.0,0.487566666,0.000816667,2016,1,1,Friday,53,8,16,Morning,0.836433333,0.003433333,1.301327005159687,0.1364363690898432,0.0139157597640527,0.0129004778729114,0.0667999999999998,0.0055878225579831,0.0284144076570131,0.1220553720221062
197,197,2016-01-01 08:17:00,0.000233333,0.076466667,0.010883333,0.0069,0.012616667,0.03185,0.001016667,0.004283333,0.001583333,35.25,0.64,10.0,30.51,1016.07,5.47,0.75,265.0,0.0,24.18,0.0,0.566216666,0.001133334,2016,1,1,Friday,53,8,17,Morning,0.81695,0.003483333,1.3017099188286754,0.1362734209836851,0.0144246059837156,0.0134069591426697,0.0671999999999998,0.0132962132652369,0.0286132478825486,0.1236510572768349
198,198,2016-01-01 08:18:00,0.000266667,0.066516667,0.005233333,0.006916667,0.01265,0.0319,0.001033333,0.0043,0.0016,35.25,0.64,10.0,30.51,1016.07,5.47,0.75,265.0,0.0,24.18,0.0,0.5622166670000001,0.001166667,2016,1,1,Friday,53,8,18,Morning,0.795916667,0.00345,1.3083836532298203,0.1362759497930867,0.0144892461894899,0.0134363905436767,0.0675999999999998,0.0,0.0307024049800085,0.1253772828355828
199,199,2016-01-01 08:19:00,0.000233333,0.066233333,0.004783333,0.006833333,0.01265,0.031866667,0.001016667,0.004283333,0.001633333,35.25,0.64,10.0,30.51,1016.07,5.47,0.75,265.0,0.0,24.18,0.0,0.56155,0.001166667,2016,1,1,Friday,53,8,19,Morning,0.795116667,0.003466667,1.3083138978883428,0.1361869743126494,0.0140774053996771,0.0140009785993668,0.0679999999999998,0.0,0.0303791582138824,0.1266920332102788
200,200,2016-01-01 08:20:00,0.000233333,0.067383333,0.004816667,0.007016667,0.0127,0.031866667,0.001016667,0.0043,0.001666667,35.25,0.64,10.0,30.51,1016.07,5.47,0.75,265.0,0.0,24.18,0.0,0.610433334,0.0010999999999999,2016,1,1,Friday,53,8,20,Morning,0.856283333,0.00345,1.3085959228191109,0.1282006181134543,0.0144960852165522,0.0140452728189637,0.0679999999999998,0.1017948120796679,0.0330653764628623,0.1282356864401219
201,201,2016-01-01 08:21:00,0.0002,0.065283333,0.00485,0.007066667,0.012766667,0.031833333,0.001016667,0.004283333,0.00165,35.25,0.64,10.0,30.51,1016.07,5.47,0.75,265.0,0.0,24.18,0.0,0.70025,0.0010833,2016,1,1,Friday,53,8,21,Morning,0.964266667,0.003466667,1.316066446426171,0.1241532395921203,0.0144284257503838,0.0135236265523109,0.0683999999999998,0.0,0.03500998006428,0.1298568756119213
202,202,2016-01-01 08:22:00,0.0001,0.071116667,0.005433333,0.007116667,0.012983333,0.031716667,0.001016667,0.004266667,0.0017,35.25,0.64,10.0,30.51,1016.07,5.47,0.75,265.0,0.0,24.18,0.0,1.049616666,0.0008000329999999,2016,1,1,Friday,53,8,22,Morning,1.3912,0.00345,1.32392991514496,0.1288141414715788,0.0141544887228268,0.0134057930092136,0.0687999999999999,0.0356267438543132,0.0350791616339997,0.1311276452829879
203,203,2016-01-01 08:23:00,5e-05,0.064466667,0.0051,0.00725,0.013,0.031683333,0.001,0.00425,0.0016,35.25,0.64,10.0,30.51,1016.07,5.47,0.75,265.0,0.0,24.18,0.0,1.166733333,0.000733333,2016,1,1,Friday,53,8,23,Morning,1.524383333,0.0034,1.3302701805427626,0.1284289877054112,0.0140870471268751,0.0129367846367757,0.0691999999999999,0.0165462788797363,0.0333482654306684,0.1327838123272373
204,204,2016-01-01 08:24:00,3.33e-05,0.064333333,0.005133333,0.007283333,0.0131,0.031683333,0.001,0.004283333,0.001616667,35.25,0.64,10.0,30.51,1016.07,5.47,0.75,265.0,0.0,24.18,0.0,1.165716666,0.000700033,2016,1,1,Friday,53,8,24,Morning,1.524333333,0.003433333,1.3312063544943769,0.128884033229788,0.0141114497706135,0.013032181352071,0.0705999999999999,0.101544378761787,0.0330561810885591,0.1342323617130734
205,205,2016-01-01 08:25:00,5e-05,0.0713,0.0051,0.007316667,0.0131,0.0317,0.001016667,0.004266667,0.001616667,35.25,0.64,10.0,30.51,1016.07,5.47,0.75,265.0,0.0,24.18,0.0,1.1659,0.00075,2016,1,1,Friday,53,8,25,Morning,1.531166667,0.003433333,1.3311238742355296,0.1289251244327599,0.0140119431101957,0.0135879365668143,0.0695999999999999,0.0303937399409927,0.0349114401401558,0.1341482036359451
206,206,2016-01-01 08:26:00,6.67e-05,0.079633333,0.005083333,0.0072,0.013016667,0.031616667,0.001,0.004266667,0.001633333,35.25,0.64,10.0,30.51,1016.07,5.47,0.75,265.0,0.0,24.18,0.0,1.104333333,0.000716733,2016,1,1,Friday,53,8,26,Morning,1.462716667,0.003433333,1.3383178905506268,0.1285321013419476,0.0140422383904861,0.0135202559582814,0.0699999999999999,0.0664969545554867,0.0334443863063359,0.1342320131928052
207,207,2016-01-01 08:27:00,5e-05,0.0798,0.00545,0.00715,0.013016667,0.0317,0.001,0.004283333,0.00165,35.25,0.64,10.0,30.51,1016.07,5.47,0.75,265.0,0.0,24.18,0.0,1.058583333,0.0007667,2016,1,1,Friday,53,8,27,Morning,1.407533333,0.00345,1.3456996973763975,0.1282430533650305,0.0135397199789272,0.0140284350997818,0.0699999999999999,0.0,0.0327183561153727,0.1342155394135264
208,208,2016-01-01 08:28:00,0.0002,0.08045,0.004833333,0.007,0.01275,0.03185,0.001033333,0.004283333,0.00165,35.25,0.64,10.0,30.51,1016.07,5.47,0.75,265.0,0.0,24.18,0.0,0.642016666,0.0011,2016,1,1,Friday,53,8,28,Morning,0.906033333,0.003466667,1.3452918183292253,0.1282836623991451,0.0134589315318534,0.0140632624048566,0.0703999999999999,0.0,0.0324962020463012,0.1341991466943826
209,209,2016-01-01 08:29:00,0.000233333,0.07995,0.004766667,0.00685,0.012666667,0.117966667,0.001133333,0.004266667,0.001766667,35.25,0.64,10.0,30.51,1016.07,5.47,0.75,265.0,0.0,24.18,0.0,0.55305,0.0011667,2016,1,1,Friday,53,8,29,Morning,0.8744,0.003466667,1.3521376908565992,0.1281842066470413,0.0133862220981948,0.0139129728238867,0.0703999999999999,0.0046825857505396,0.0331417570271148,0.1355851503541024
210,210,2016-01-01 08:30:00,0.000216667,0.066416667,0.004766667,0.006866667,0.012583333,0.08995,0.0011,0.004266667,0.001766667,35.25,0.64,10.0,30.51,1016.07,5.47,0.75,265.0,0.0,24.18,0.0,0.5509,0.001116667,2016,1,1,Friday,53,8,30,Morning,0.833916667,0.003433333,1.352857467664709,0.1243901115406902,0.0141605825756718,0.0140035985669115,0.0707999999999999,0.0,0.0329284521857307,0.1342696694131448
211,211,2016-01-01 08:31:00,0.000216667,0.0639,0.004783333,0.007083333,0.012616667,0.0318,0.001016667,0.004283333,0.001583333,35.25,0.64,10.0,30.51,1016.07,5.47,0.75,265.0,0.0,24.18,0.0,0.55245,0.00115,2016,1,1,Friday,53,8,31,Morning,0.7824,0.003433333,1.352684971936339,0.1292493006368315,0.0137551058064777,0.0140421068026903,0.0711999999999999,0.0612539645096876,0.0353979036595227,0.1356806968859535
212,212,2016-01-01 08:32:00,0.00025,0.0659,0.004783333,0.0069,0.01265,0.031783333,0.001016667,0.004266667,0.001483333,35.25,0.64,10.0,30.51,1016.07,5.47,0.75,265.0,0.0,24.18,0.0,0.550733333,0.0011667,2016,1,1,Friday,53,8,32,Morning,0.78235,0.003466667,1.3604676881122484,0.1247197974270401,0.014695298953408,0.0130774057022997,0.0715999999999999,0.0,0.0351900610817912,0.1342679063522542
213,213,2016-01-01 08:33:00,0.000216667,0.065433333,0.008616667,0.0069,0.012666667,0.031916667,0.001016667,0.0043,0.001666667,35.25,0.64,10.0,30.51,1016.07,5.47,0.75,265.0,0.0,24.18,0.0,0.5513,0.0011166999999999,2016,1,1,Friday,53,8,33,Morning,0.7877,0.003466667,1.3680359159550033,0.1201383112416282,0.0145439303852597,0.0130858154992276,0.0719999999999999,0.0131137562044864,0.0352513733649502,0.1358093459987665
